🇨🇳［财经］,#genre# 
WAVVE BTN,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F0501,tvming-NULL
WAVVE CCTV4,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K12,tvming-NULL
WAVVE CGTN,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K25,tvming-NULL
WAVVE CTS기독교TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F0601,tvming-NULL
WAVVE DISCOVERY,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4001,tvming-NULL
WAVVE DISNEY,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=D01,tvming-NULL
WAVVE DISNEY JUNIOR,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=D02,tvming-NULL
WAVVE EBS 1,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=E01,tvming-NULL
WAVVE EBS 2,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=E07,tvming-NULL
WAVVE EBS 키즈,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=E05,tvming-NULL
WAVVE EDGETV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=X01,tvming-NULL
WAVVE FUNTV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=X02,tvming-NULL
WAVVE GS MY SHOP,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4202,tvming-NULL
WAVVE GS SHOP,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4201,tvming-NULL
WAVVE HISTORY,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5901,tvming-NULL
WAVVE IHQ 뚱TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5203,tvming-NULL
WAVVE IHQ 맛있는녀석들,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5202,tvming-NULL
WAVVE JNG KOREA,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C8101,tvming-NULL
WAVVE K SHOPPING,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F1401,tvming-NULL
WAVVE KBS 1TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K01,tvming-NULL
WAVVE KBS 1박 2일,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K15,tvming-NULL
WAVVE KBS 2TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K02,tvming-NULL
WAVVE KBS DRAMA,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K06,tvming-NULL
WAVVE KBS JOY,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K04,tvming-NULL
WAVVE KBS LIFE,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K05,tvming-NULL
WAVVE KBS STORY,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K09,tvming-NULL
WAVVE KBS 사극,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K29,tvming-NULL
WAVVE KBS 주말명작,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K30,tvming-NULL
WAVVE KBS1RADIO,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K07,tvming-NULL
WAVVE KISS  2000년대 인기가요,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2705,tvming-NULL
WAVVE KISS  8090 히트팝,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2712,tvming-NULL
WAVVE KISS  8090인기가요,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2703,tvming-NULL
WAVVE KISS  DOG & MOM,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2707,tvming-NULL
WAVVE KISS  KPOP 차트쇼,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2711,tvming-NULL
WAVVE KISS  당신을 위한 발라드,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2702,tvming-NULL
WAVVE KISS  명품 클래식,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2708,tvming-NULL
WAVVE KISS  재즈 라운지,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2706,tvming-NULL
WAVVE KISS  최신인기가요,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2701,tvming-NULL
WAVVE KISS  키스 더 트롯,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2710,tvming-NULL
WAVVE KISS  탑골 KPOP,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2713,tvming-NULL
WAVVE KISS  한국인이 사랑한 팝송,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2709,tvming-NULL
WAVVE K팝스타,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S24,tvming-NULL
WAVVE LIFETIME,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5902,tvming-NULL
WAVVE MBC,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M01,tvming-NULL
WAVVE MBC DRAMA,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M02,tvming-NULL
WAVVE MBC EVERY1,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M03,tvming-NULL
WAVVE MBC M,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M06,tvming-NULL
WAVVE MBC ON,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M14,tvming-NULL
WAVVE MBC 나 혼자 산다,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=PM2,tvming-NULL
WAVVE MBC 드라마정주행24 LIVE,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M16,tvming-NULL
WAVVE MBC 라디오스타,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M12,tvming-NULL
WAVVE MBC 무한도전,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=PM1,tvming-NULL
WAVVE MBC 서프라이즈,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M13,tvming-NULL
WAVVE MBC 예능정주행24 LIVE,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M17,tvming-NULL
WAVVE MBC 하이킥24 LIVE,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M15,tvming-NULL
WAVVE MBN,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2401,tvming-NULL
WAVVE MBN 플러스,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2402,tvming-NULL
WAVVE NS SHOP+,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C8302,tvming-NULL
WAVVE NS홈쇼핑,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C8301,tvming-NULL
WAVVE PLAYY 액션영화,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=H07,tvming-NULL
WAVVE PLAYY 웰메이드 영화,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=H01,tvming-NULL
WAVVE PLAYY 프리미엄 영화,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=H02,tvming-NULL
WAVVE SBS,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S01,tvming-NULL
WAVVE SBS BIZ,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S06,tvming-NULL
WAVVE SBS FIL,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S22,tvming-NULL
WAVVE SBS FUNE,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S04,tvming-NULL
WAVVE SBS GOLF,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S05,tvming-NULL
WAVVE SBS MTV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S09,tvming-NULL
WAVVE SBS NICK,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S10,tvming-NULL
WAVVE SBS PLUS,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S03,tvming-NULL
WAVVE SK 스토아,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F2701,tvming-NULL
WAVVE THE KPOP,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S14,tvming-NULL
WAVVE THE MOVIE,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F2501,tvming-NULL
WAVVE TV CHOSUN,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2601,tvming-NULL
WAVVE TV CHOSUN2,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2602,tvming-NULL
WAVVE TV동물농장,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S15,tvming-NULL
WAVVE YTN,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2101,tvming-NULL
WAVVE YTN 라디오,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2107,tvming-NULL
WAVVE 가톨릭평화방송,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F0701,tvming-NULL
WAVVE 국회방송,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F3301,tvming-NULL
WAVVE 대교어린이TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F1301,tvming-NULL
WAVVE 도쿄올림픽 KBS 1TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K101,tvming-NULL
WAVVE 도쿄올림픽 KBS 2TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K102,tvming-NULL
WAVVE 도쿄올림픽 MBC,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=M101,tvming-NULL
WAVVE 도쿄올림픽 SBS,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S101,tvming-NULL
WAVVE 동아TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C7301,tvming-NULL
WAVVE 런닝맨,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S16,tvming-NULL
WAVVE 레전드 시트콤,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S18,tvming-NULL
WAVVE 롯데홈쇼핑,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5601,tvming-NULL
WAVVE 롯데홈쇼핑 ONETV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5602,tvming-NULL
WAVVE 매일경제TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F2001,tvming-NULL
WAVVE 미우새,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S17,tvming-NULL
WAVVE 브라보키즈,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C6802,tvming-NULL
WAVVE 블렌딩 뮤직비디오,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C7801,tvming-NULL
WAVVE 뽀로로TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F2302,tvming-NULL
WAVVE 쇼핑엔티,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4901,tvming-NULL
WAVVE 순옥 명작관,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S19,tvming-NULL
WAVVE 슈퍼맨이 돌아왔다,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K124,tvming-NULL
WAVVE 스브스 갓드,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S20,tvming-NULL
WAVVE 시네마천국,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=H05,tvming-NULL
WAVVE 신세계TV쇼핑,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4801,tvming-NULL
WAVVE 연애의 참견,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=K28,tvming-NULL
WAVVE 연합뉴스TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=Y01,tvming-NULL
WAVVE 인디필름,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F2601,tvming-NULL
WAVVE 일요일이 좋다,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=S23,tvming-NULL
WAVVE 자이언트 펭TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=E18,tvming-NULL
WAVVE 채널A,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2501,tvming-NULL
WAVVE 채널A 플러스,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C2502,tvming-NULL
WAVVE 채널J,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5501,tvming-NULL
WAVVE 채널W,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C3901,tvming-NULL
WAVVE 채널차이나,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C8401,tvming-NULL
WAVVE 타요TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F2303,tvming-NULL
WAVVE 텔레노벨라,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C8701,tvming-NULL
WAVVE 폴라리스TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C6901,tvming-NULL
WAVVE 한국경제TV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F2101,tvming-NULL
WAVVE 현대홈쇼핑,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4101,tvming-NULL
WAVVE 현대홈쇼핑+샵,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4102,tvming-NULL
국방国防TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8,tvming-NULL
韩国新闻,http://moneytoday1.ktcdn.co.kr:1935/mtnlive/720/playlist.m3u8#http://183.110.27.87/mtnlive/definst/720/chunklist.m3u8,tvming-NULL
韩国职业广播,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8,tvming-NULL
日韩频道,http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index_1.m3u8,tvming-NULL
